#,PSRJ,P0,P1,DM,BINARY,DIST,DIST_DM,BSURF,
1932,J1910+0517,0.308048,7.53e-16,307.10,*,11.216,11.216,4.87e+11,
1933,J1910+0534,0.452867,1.92e-15,484.00,*,20.635,20.635,9.45e+11,
1934,J1910+0710,0.538647,2.05e-16,254.10,*,5.974,5.974,3.36e+11,
1935,J1910+0714,2.712428,6.13e-15,124.47,*,3.688,3.688,4.13e+12,
1936,J1910+0728,0.325421,8.31e-15,283.96,*,6.236,6.236,1.66e+12,
1937,J1910+1017,0.411159,5.42e-15,633.83,*,13.676,13.676,1.51e+12,
1938,J1910+1026,0.531493,2.57e-13,712.80,*,15.894,15.894,1.18e+13,
1939,J1910+1231,1.441749,8.23e-15,258.42,*,8.125,8.125,3.49e+12,
1940,J1910-0112,1.360603,1.78e-16,178.00,*,6.391,6.391,4.98e+11,
1941,J1910-0309,0.504606,2.19e-15,205.40,*,14.416,14.416,1.06e+12,
1942,J1910-0556,0.557609,5.96e-16,88.30,*,3.822,3.822,5.83e+11,
1943,J1911+0921,0.273707,1.75e-17,340.10,*,6.419,6.419,7.01e+10,
1944,J1911+0925,0.323858,3.55e-15,486.60,*,8.146,8.146,1.08e+12,
1945,J1911+1051,0.190873,1.22e-14,445.21,*,10.116,10.116,1.54e+12,
1946,J1911+1301,1.010462,1.89e-15,389.00,*,11.645,11.645,1.40e+12,
1947,J1911+1336,0.299992,1.59e-16,323.95,*,10.419,10.419,2.21e+11,
1948,J1911+1758,0.460406,1.31e-17,48.98,*,1.953,1.953,7.86e+10,
1949,J1912+1036,0.409349,1.58e-14,147.00,*,4.154,4.154,2.57e+12,
1950,J1912+2104,2.232969,1.02e-14,88.60,*,3.366,3.366,4.82e+12,
1951,J1912+2525,0.621976,2.25e-16,37.85,*,2.150,2.150,3.79e+11,
1952,J1913+0446,1.616130,2.79e-13,109.10,*,4.338,4.338,2.15e+13,
1953,J1913+0523,0.661997,1.80e-15,333.60,*,16.100,16.100,1.10e+12,
1954,J1913+0657,1.257181,2.83e-15,142.00,*,5.068,5.068,1.91e+12,
1955,J1913+0832,0.134412,4.57e-15,355.90,*,8.204,8.204,7.93e+11,
1956,J1913+0904,0.163251,1.76e-14,96.84,*,3.040,3.040,1.72e+12,
1957,J1913+0936,1.241965,4.32e-16,157.00,*,4.337,4.337,7.41e+11,
1958,J1913+1000,0.837158,1.67e-14,422.99,*,7.671,7.671,3.79e+12,
1959,J1913+1011,0.035911,3.38e-15,178.49,*,4.609,4.609,3.53e+11,
1960,J1913+1050,0.190067,1.95e-16,231.10,*,5.446,5.446,1.95e+11,
1961,J1913+11025,0.923872,3.40e-16,626.00,*,11.411,11.411,5.67e+11,
1962,J1913+1145,0.306072,5.01e-15,643.47,*,13.830,13.830,1.25e+12,
1963,J1913+1330,0.923391,8.68e-15,175.64,*,6.179,6.179,2.86e+12,
1964,J1913+1400,0.521473,8.05e-16,145.05,*,5.400,5.246,6.56e+11,
1965,J1913+3732,0.851079,1.38e-15,72.33,*,7.585,7.585,1.10e+12,
1966,J1913-0440,0.825940,4.07e-15,89.39,*,4.041,4.041,1.85e+12,
1967,J1914+0219,0.457527,1.02e-15,235.43,*,14.316,14.316,6.91e+11,
1968,J1914+0625,0.878889,4.53e-16,204.33,*,8.344,8.344,6.39e+11,
1969,J1914+0631,0.693811,9.96e-18,58.51,*,1.792,1.792,8.41e+10,
1970,J1914+0805,0.455499,3.02e-17,344.40,*,10.671,10.671,1.19e+11,
1971,J1914+0838,0.440040,5.86e-16,290.70,*,8.070,8.070,5.14e+11,
1972,J1914+1122,0.600998,6.53e-16,100.35,*,3.151,3.151,6.34e+11,
1973,J1914+1428,1.159520,2.18e-15,220.90,*,6.514,6.514,1.61e+12,
1974,J1914+2636,0.459114,5.90e-18,59.03,*,3.415,3.415,5.27e+10,
1975,J1915+0227,0.317306,2.99e-16,192.11,*,10.222,10.222,3.12e+11,
1976,J1915+0639,0.644140,1.84e-15,212.32,*,8.881,8.881,1.10e+12,
1977,J1915+0738,1.542707,3.30e-15,39.04,*,1.404,1.404,2.28e+12,
1978,J1915+0752,2.058314,1.39e-16,105.30,*,3.521,3.521,5.41e+11,
1979,J1915+0838,0.342778,1.57e-15,358.24,*,10.840,10.840,7.43e+11,
1980,J1915+1009,0.404554,1.53e-14,241.58,*,7.000,5.987,2.51e+12,
1981,J1915+1145,0.173647,1.53e-17,337.78,*,7.150,7.150,5.22e+10,
1982,J1915+1150,0.100041,1.37e-14,699.83,*,14.003,14.003,1.18e+12,
1983,J1915+1410,0.297494,4.89e-17,273.70,*,7.128,7.128,1.22e+11,
1984,J1915+1606,0.059030,8.62e-18,168.77,DDH,4.167,5.246,2.28e+10,
1985,J1915+1647,1.616231,4.05e-16,62.57,*,2.194,2.194,8.19e+11,
1986,J1916+0748,0.541752,1.07e-14,304.00,*,11.778,11.778,2.44e+12,
1987,J1916+07481,0.867880,1.98e-16,153.60,*,6.455,6.455,4.20e+11,
1988,J1916+0844,0.439997,2.90e-15,339.28,*,11.006,11.006,1.14e+12,
1989,J1916+0852,2.182746,1.31e-14,295.00,*,9.387,9.387,5.41e+12,
1990,J1916+0951,0.270257,2.52e-15,60.90,*,1.903,1.903,8.35e+11,
1991,J1916+1023,1.618339,6.81e-16,341.80,*,7.894,7.894,1.06e+12,
1992,J1916+1030,0.628970,3.48e-17,388.21,*,8.147,8.147,1.50e+11,
1993,J1916+1225,0.227387,2.35e-14,265.31,*,6.487,6.487,2.34e+12,
1994,J1916+1312,0.281846,3.66e-15,236.93,*,4.500,6.351,1.03e+12,
1995,J1916+3224,1.137450,3.47e-15,84.11,*,7.946,7.946,2.01e+12,
1996,J1916-2939,1.248617,1.24e-15,38.34,*,1.600,1.600,1.26e+12,
1997,J1917+0743,0.813453,4.48e-17,198.90,*,8.231,8.231,1.93e+11,
1998,J1917+0834,2.129676,1.75e-14,29.21,*,1.231,1.231,6.18e+12,
1999,J1917+1353,0.194637,7.20e-15,94.58,*,8.000,2.943,1.20e+12,
2000,J1917+1737,0.334725,3.24e-16,208.00,*,5.530,5.530,3.33e+11,
2001,J1917+2224,0.425897,2.86e-15,134.75,*,4.960,4.960,1.12e+12,
2002,J1918+1311,0.856749,2.26e-15,244.50,*,6.187,6.187,1.41e+12,
2003,J1918+1444,1.181201,2.12e-13,27.24,*,1.305,1.305,1.60e+13,
2004,J1918+1541,0.370883,2.54e-15,11.50,*,0.742,0.742,9.83e+11,
2005,J1918-1052,0.798693,8.65e-16,62.70,*,2.966,2.966,8.41e+11,
2006,J1919+0021,1.272267,7.68e-15,90.20,*,5.600,4.100,3.16e+12,
2007,J1919+0134,1.603984,5.81e-16,191.55,*,14.371,14.371,9.77e+11,
2008,J1919+1314,0.571400,3.79e-15,613.40,*,13.026,13.026,1.49e+12,
2009,J1919+1645,0.562790,2.16e-16,208.00,*,5.414,5.414,3.53e+11,
2010,J1919+1745,2.081343,1.71e-15,142.30,*,4.077,4.077,1.91e+12,
2011,J1919+2621,0.651512,5.46e-16,96.50,*,6.099,6.099,6.03e+11,
2012,J1920+1040,2.215802,6.48e-15,304.00,*,10.266,10.266,3.83e+12,
2013,J1920+1110,0.509886,1.56e-16,188.40,*,6.135,6.135,2.85e+11,
2014,J1920+2650,0.785522,3.44e-17,27.71,*,1.722,1.722,1.66e+11,
2015,J1920-0950,1.037824,3.93e-16,93.00,*,6.186,6.186,6.46e+11,
2016,J1921+0812,0.210650,5.37e-15,82.82,*,2.825,2.825,1.08e+12,
2017,J1921+0921,0.562302,9.58e-15,139.50,*,6.139,6.139,2.35e+12,
2018,J1921+1419,0.618188,5.60e-15,91.64,*,2.826,2.826,1.88e+12,
2019,J1921+1544,0.143576,9.80e-16,385.00,*,9.038,9.038,3.80e+11,
2020,J1921+1630,0.936448,2.23e-14,194.40,*,5.035,5.035,4.63e+12,
2021,J1921+1948,0.821036,8.96e-16,153.85,*,4.322,4.322,8.68e+11,
2022,J1921+2003,0.760681,5.00e-17,101.00,*,3.233,3.233,1.97e+11,
2023,J1921+2153,1.337302,1.35e-15,12.44,*,0.300,0.806,1.36e+12,
2024,J1921-0510,0.794254,6.02e-16,96.60,*,5.604,5.604,7.00e+11,
2025,J1922+1131,0.562074,2.57e-17,335.00,*,10.486,10.486,1.22e+11,
2026,J1922+1733,0.236178,1.34e-14,234.06,*,5.314,5.314,1.80e+12,
2027,J1922+2018,1.172763,6.49e-16,203.31,*,5.277,5.277,8.83e+11,
2028,J1922+2110,1.077924,8.18e-15,217.09,*,4.000,7.023,3.00e+12,
2029,J1923+1706,0.547209,4.28e-17,141.61,*,3.956,3.956,1.55e+11,
2030,J1923+4243,0.595193,2.53e-15,52.99,*,4.672,4.672,1.24e+12,
2031,J1923-0408,1.149269,6.80e-17,35.00,*,1.237,1.237,2.83e+11,
2032,J1924+1628,0.375082,3.21e-16,541.70,*,10.475,10.475,3.51e+11,
2033,J1924+1631,2.935186,3.64e-13,518.50,*,10.184,10.184,3.31e+13,
2034,J1924+1639,0.158043,2.56e-15,208.00,*,5.059,5.059,6.44e+11,
2035,J1924+1713,0.758433,1.13e-16,536.80,*,10.902,10.902,2.96e+11,
2036,J1924+1917,1.277942,1.99e-16,320.30,*,8.654,8.654,5.10e+11,
2037,J1924+2040,0.237790,2.09e-15,226.60,*,5.952,5.952,7.13e+11,
2038,J1925+1720,0.075659,1.05e-14,222.30,*,5.060,5.060,9.01e+11,
2039,J1926+0431,1.074080,2.46e-15,102.24,*,4.959,4.959,1.65e+12,
2040,J1926+0737,0.318062,3.75e-16,159.00,*,8.722,8.722,3.49e+11,
2041,J1926+1434,1.324922,2.19e-16,211.71,*,5.650,5.650,5.46e+11,
2042,J1926+1614,0.308306,3.35e-17,24.02,*,1.262,1.262,1.03e+11,
2043,J1926+1631,0.678367,3.27e-17,196.73,*,4.846,4.846,1.51e+11,
2044,J1926+1648,0.579838,1.80e-14,176.61,*,6.000,4.492,3.27e+12,
2045,J1926+1928,1.346012,1.43e-15,445.00,*,10.567,10.567,1.40e+12,
2046,J1926+2016,0.299072,3.50e-15,247.00,*,6.046,6.046,1.04e+12,
2047,J1926-0652,1.608816,3.91e-16,85.12,*,5.213,5.213,8.02e+11,
2048,J1926-1314,4.864284,3.64e-14,40.83,*,1.531,1.531,1.35e+13,
2049,J1927+0911,0.290305,6.35e-17,202.70,*,10.939,10.939,1.37e+11,
2050,J1927+1852,0.482766,1.16e-16,264.66,*,5.443,5.443,2.40e+11,
2051,J1927+1856,0.298315,2.24e-15,97.86,*,3.079,3.079,8.28e+11,
2052,J1927+2234,1.431066,7.71e-16,186.50,*,6.711,6.711,1.06e+12,
2053,J1928+1443,1.010739,2.10e-16,101.00,*,3.012,3.012,4.66e+11,
2054,J1928+1746,0.068736,1.32e-14,176.69,*,4.340,4.340,9.62e+11,
2055,J1928+1852,0.792807,7.43e-17,290.00,*,5.812,5.812,2.46e+11,
2056,J1928+1923,0.817330,6.35e-15,476.40,*,10.565,10.565,2.31e+12,
2057,J1928-0108,2.365714,2.80e-15,125.80,*,9.557,9.557,2.60e+12,
2058,J1929+1357,0.866927,3.66e-15,150.70,*,4.768,4.768,1.80e+12,
2059,J1929+1844,1.220470,2.36e-15,112.00,*,3.317,3.317,1.72e+12,
2060,J1929+1955,0.257833,2.55e-15,279.10,*,6.491,6.491,8.21e+11,
2061,J1929+2121,0.723599,2.14e-15,66.00,*,2.585,2.585,1.26e+12,
2062,J1929+3817,0.814215,6.10e-16,93.40,*,9.192,9.192,7.13e+11,
2063,J1930+1316,0.760032,3.66e-15,207.30,*,6.435,6.435,1.69e+12,
2064,J1930+1357,0.323562,2.72e-17,184.80,*,5.567,5.567,9.50e+10,
2065,J1930+1408,0.425720,1.90e-18,212.11,*,5.931,5.931,2.88e+10,
2066,J1930+1722,1.609706,8.81e-16,207.00,*,4.669,4.669,1.20e+12,
2067,J1930+1852,0.136855,7.51e-13,307.30,*,7.000,6.169,1.03e+13,
2068,J1930+6205,1.456115,1.65e-15,67.50,*,10.734,10.734,1.57e+12,
2069,J1930-1852,0.185520,1.80e-17,42.85,BT,2.004,2.004,5.85e+10,
2070,J1931+1439,1.779226,6.33e-15,243.00,*,6.072,6.072,3.40e+12,
2071,J1931+1536,0.314359,5.01e-15,138.04,*,3.970,3.970,1.27e+12,
2072,J1931+1817,0.234131,1.07e-13,465.00,*,9.573,9.573,5.07e+12,
2073,J1931+1952,0.501123,1.01e-16,441.00,*,9.625,9.625,2.27e+11,
2074,J1931-0144,0.593661,2.93e-17,38.30,*,1.356,1.356,1.33e+11,
2075,J1932+1059,0.226519,1.16e-15,3.18,*,0.310,0.229,5.18e+11,
2076,J1932+1500,1.864332,4.59e-16,90.50,BT,2.839,2.839,9.36e+11,
2077,J1932+1756,0.041831,4.32e-19,53.19,DD,2.116,2.116,4.30e+09,
2078,J1932+1916,0.208218,9.32e-14,*,*,*,*,4.46e+12,
2079,J1932+2020,0.268217,4.22e-15,211.15,*,5.000,4.963,1.08e+12,
2080,J1932+2220,0.144470,5.76e-14,218.90,*,10.900,7.997,2.92e+12,
2081,J1932-3655,0.571421,2.87e-16,59.74,*,6.724,6.724,4.10e+11,
2082,J1933+0758,0.437454,2.18e-16,165.02,*,11.155,11.155,3.13e+11,
2083,J1933+1304,0.928324,3.19e-16,176.50,*,6.072,6.072,5.51e+11,
2084,J1933+2421,0.813690,8.11e-15,106.03,*,4.639,4.639,2.60e+12,
